session_id,target
1,0.0003285675799121487
2,2.8534470930825515e-06
3,9.310573059376558e-07
4,6.400680353100908e-07
5,0.0001988374296014724
6,7.07917737781963e-05
7,0.0029401565647169357
8,0.0018538630136374341
9,0.0001331979509383381
10,0.003156265407416128
11,0.00012458283615098255
12,1.6417477307878814e-05
13,7.943676722400173e-05
14,0.02229397508995808
15,0.0009111324127101832
16,0.0003704335461552432
17,0.020809934688421475
18,1.4592608790011992e-05
19,0.002477191755389491
20,2.0429767323088223e-06
21,0.0347847582126701
22,3.361418242548341e-05
23,0.0002682510677584399
24,0.01189170064053087
25,0.07977024033256491
26,1.032284994059455e-05
27,0.00014082322013585197
28,8.471098645976364e-07
29,0.02057240692874103
30,0.001543130664655189
31,0.027850347518174147
32,0.01724196274113343
33,0.00012903549931730633
34,1.662065847843473e-05
35,0.01890271696124297
36,0.0006332152267848866
37,8.276276980284413e-08
38,2.8777232425400456e-06
39,0.00041987328342022264
40,1.1243664491752791e-05
41,0.0017672166957650704
42,0.006545622925784289
43,0.00010011647509790404
44,0.00011333018441692318
45,0.13997785335076982
46,0.000234544745056567
47,0.00035379312985416164
48,6.585963723223584e-05
49,0.00025435896237642345
50,8.121414108318178e-06
51,2.431191339136176e-07
52,0.00011236849839711198
53,0.02286625661895866
54,0.0007715159519932511
55,0.00040310010089068804
56,0.02004982258451467
57,1.6031310955145789e-06
58,1.8443166321643516e-05
59,2.1256403152107998e-05
60,2.65119642914791e-06
61,8.621222625602385e-06
62,0.0002435668278373465
63,1.4695887125692798e-05
64,0.0005917946815495465
65,1.1160940062661557e-05
66,6.078699968251308e-06
67,0.00016199049899560602
68,0.0016910593428859952
69,0.05701154946806102
70,4.797484179738985e-05
71,0.0016331376211818523
72,0.0005379999392583745
73,0.1734332282197716
74,7.291988831924462e-05
75,0.0002174909038788894
76,0.0023575898153883296
77,0.001850941525348949
78,0.004882362626653882
79,0.00014352369459231813
80,8.88036178090616e-06
81,1.2738354722624804e-05
82,0.0015455750283478182
83,1.246624489043158e-06
84,0.4800857471723618
85,0.00015475771198857774
86,6.110328869956877e-06
87,0.0061162311132051655
88,0.0012625599362766848
89,0.002143073617874003
90,0.05241998890052306
91,3.534960011267263e-05
92,5.361511442164576e-06
93,0.04616841882085446
94,0.00017724416879464757
95,0.09253698026722904
96,3.144709018474792e-06
97,0.001347869983601749
98,2.4856887315793493e-05
99,1.987594200405696e-05
100,0.00018938590031175828
101,5.53833767541238e-05
102,0.1251122364201525
103,0.00020162631577757355
104,0.0002851115323966538
105,0.00017192526525503497
106,6.023321608078237e-05
107,0.014624099912727142
108,0.00018014907039427954
109,7.168918956700348e-06
110,1.9463699697693326e-05
111,0.0006260188628515732
112,5.398889041978812e-07
113,0.0005992799975086068
114,2.7751435223245716e-06
115,3.941134920729482e-05
116,3.668638729334924e-05
117,0.00020707075711638132
118,0.006083402116054672
119,0.0002761413468728543
120,0.0011397031185895596
121,1.9492758171242306e-05
122,3.152584366772126e-05
123,5.7610514964953396e-05
124,0.00026999690398379385
125,0.0021011222177296823
126,2.881151822733118e-06
127,1.3535821445809114e-06
128,5.519015939027781e-05
129,0.004633303635828004
130,0.005926228295956297
131,0.00023501294586004168
132,0.003423950214571353
133,0.0027577902125376125
134,5.0612063508283555e-05
135,2.96475663349695e-06
136,0.0011345444691082405
137,6.883901185522493e-05
138,0.004939214950823993
139,7.592659512174034e-06
140,9.35490333849303e-05
141,5.105614169144281e-07
142,3.8422929274316066e-05
143,0.00013322064860818919
144,0.004180305545060659
145,2.2136856897197647e-06
146,0.0006991610998595729
147,7.283579269039239e-05
148,0.0038263226669545485
149,0.0028246347595138493
150,0.03427137712330731
151,1.6516950732950212e-06
152,0.020973903708785265
153,7.877469520180322e-05
154,0.00012166747162606336
155,0.0002127371730091104
156,2.70834403938612e-05
157,1.957126419551172e-05
158,0.001750429333267845
159,0.00011962440441077522
160,2.5373123253602734e-05
161,0.006405599188140713
162,7.622452084624399e-05
163,0.0004921578426453294
164,0.004963835537418538
165,9.639167035380692e-06
166,1.2823310968645478e-05
167,0.012333034568535465
168,0.0028246347595138493
169,0.0021550600381365155
170,0.0005363596811051655
171,0.003090323410170423
172,0.0008246383703288188
173,0.00032384766458371585
174,0.00094795391302441
175,0.2048929742904344
176,0.0045689047014967335
177,0.014083234166714824
178,1.0308692439495616e-05
179,0.00015651849405363217
